"Postnr","Bynavn","KommuneID","Kommune","Region","Formidlingsaftaledato","Salgsdato","EjTypeNr","EjdType","Boligtilstand","Udbudspris","Kontantpris","Grundvaerdi","Vurderingsaar","EjdVurdering","Foraeldrekoeb","MaeglersVaerdiansaettelse","Boligareal","Kaelderareal","Grundareal","Opfoerelsesaar","Ombygningsaar","AntalPlan","NytKokken","NytTag","Tilbygning","AntalToiletter","Vaskemaskine","NyeVinduer","NytBadevaerelse","AfstandTilCity","BebyggetAreal","AntalSovevaerelser","AfstandDagligvarer","AfstandSkole","AfstandOffentligTransport","Elevator","Gaardmiljoe","Altan","TaetVedVand","Toilet","Bad","Energimaerke","Ydervaegge","GarageCarport","Studiebolig","HvilkenEtage","FuldAdresse","id","xkoor","ykoor","long","lat"
9381,"Sulsted",851,"Aalborg","Nordjylland","26-06-2007","23-08-2007",17,"Villa, 1 fam.","God",3500000,2850000,87200,2006,1850000,NA,NA,269,56,2752,1950,1983,3,NA,NA,1983,3,"Ja",NA,NA,"13000",128,"5","3000","3000","1000","Nej","Nej","Nej","Ja","2 vandskyllende toiletter","2 badevaerelser",NA,"Mursten (tegl, kalksandsten, cementsten)",26,NA,NA,"Hammerhusvej 20, Hammer Bakker",NA,560038.96,6333820.45,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","22-07-2014","05-02-2015",17,"Villa, 1 fam.","God",1650000,1495000,203800,2013,850000,NA,NA,150,0,748,1971,1976,1,NA,0,1976,2,NA,NA,NA,"0",150,"3","1000","1000","300","0","1","0",NA,NA,NA,"C","Mursten",61,NA,NA,"Tvedens Alle 49",NA,557412.55,6335944.05,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","09-03-2007","02-04-2007",17,"Villa, 1 fam.","God",945000,900000,180200,2006,700000,NA,NA,124,0,630,1928,1928,2,NA,NA,0,1,"Ja",NA,1994,"15000",96,"3","300","1000","200","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",14,NA,NA,"Sigurd Hoels Vej 4",NA,557321.28,6336442.81,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","02-04-2007","06-05-2007",13,"Nedlagt landbrug","God",1245000,1301000,68500,2006,700000,NA,NA,137,0,4877,1931,1931,2,NA,NA,0,2,"Nej",NA,NA,NA,102,NA,"6000","6000","1500","Nej","Nej","Nej","Nej","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",69,NA,NA,"Milbakvej 110, Milbakken",NA,552995.32,6338884.16,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","01-09-2007","11-10-2007",17,"Villa, 1 fam.","Daarlig",375000,345000,175100,2006,860000,NA,NA,128,0,951,1877,1972,2,NA,NA,1972,1,"Nej",NA,NA,NA,104,NA,"500","500","200","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",37,NA,NA,"Kuskgårdsvej 32",NA,558134.89,6335247.6,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","02-04-2007","30-04-2007",17,"Villa, 1 fam.","God",1845000,1845000,66000,2006,1200000,NA,NA,181,0,4465,1921,1985,2,NA,NA,1985,2,"Ja",NA,NA,"15000",275,"3","2000","3000","500","Nej","Nej","Nej","Ja","2 vandskyllende toiletter","2 badevaerelser",NA,"Mursten (tegl, kalksandsten, cementsten)",0,NA,NA,"Mindevej 30",NA,556276.74,6334812.82,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","25-04-2007","22-05-2007",17,"Villa, 1 fam.","God",1395000,1395000,164300,2006,960000,NA,NA,162,0,765,1969,1993,2,1996,NA,1993,2,"Ja",2006,NA,NA,96,"4","500","500","100","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",36,NA,NA,"Kuskgårdsvej 27",NA,558190.92,6335188.54,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","22-05-2007","06-11-2007",17,"Villa, 1 fam.","God",775000,760000,166400,2006,610000,NA,NA,89,0,864,1946,1946,3,NA,NA,0,2,"Nej",NA,NA,NA,65,"1","300","300","100","Nej","Nej","Nej","Nej","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",0,NA,NA,"Toftelodden 9",NA,558509.5,6335284.67,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","03-09-2007","21-12-2007",17,"Villa, 1 fam.","God",995000,805000,155900,2006,750000,NA,NA,115,0,759,1962,1976,1,NA,NA,1976,1,"Nej",NA,NA,NA,115,"2","500","500","150","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",48,NA,NA,"Knut Hamsuns Vej 8",NA,557462.88,6336311.06,9.88797907,57.16559357
9381,"Sulsted",851,"Aalborg","Nordjylland","08-08-2007","11-12-2007",17,"Villa, 1 fam.","God",1035000,900000,199300,2005,840000,NA,NA,120,0,861,1973,1976,1,NA,NA,1976,2,"Nej",NA,NA,NA,120,NA,"1700","1700","1500","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","2 badevaerelser",NA,"Mursten (tegl, kalksandsten, cementsten)",66,NA,NA,"Bjørnsonparken 76",NA,557475.59,6336798.99,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","09-12-2011","20-12-2011",1,"Andel-/Aktiebolig","God",395000,395000,0,2008,NA,0,355000,79,0,0,1988,NA,2,NA,0,0,1,NA,NA,NA,"0",0,"0","200","200","100","0","0","0",NA,NA,NA,NA,NA,0,NA,NA,"Sulstedparken 15",NA,558067.15,6335329.49,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","30-10-2013","09-04-2014",17,"Villa, 1 fam.","God",595000,498000,203700,2011,660000,NA,498000,89,64,709,1948,1976,2,NA,0,1976,1,NA,NA,NA,"0",89,"2","1000","1000","100","0","0","0",NA,NA,NA,"F","Mursten",21,NA,NA,"Sigurd Hoels Vej 13",NA,557342.78,6336383.46,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","06-02-2008","14-03-2008",17,"Villa, 1 fam.","God",1395000,1395000,280500,2007,1050000,NA,NA,127,0,900,1977,1977,1,NA,NA,0,2,"Nej",NA,NA,NA,127,"3","500","500","200","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",52,NA,NA,"Bjørnsonparken 48",NA,557552.3,6336773.12,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","08-01-2008","20-06-2008",17,"Villa, 1 fam.","God",1345000,1250000,265500,2007,1250000,NA,NA,158,0,809,1972,1986,1,NA,NA,1986,2,"Nej",NA,NA,NA,158,NA,"500","1500","300","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","2 badevaerelser",NA,"Mursten",40,NA,NA,"Tvedens Allé 21",NA,557491.96,6335952.98,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","12-02-2008","08-10-2008",17,"Villa, 1 fam.","Middel",845000,698000,140100,2007,870000,NA,NA,91,0,0,1983,NA,1,NA,NA,NA,1,"Nej",NA,NA,"15000",100,"3","200","750","200","Nej","Ja","Nej","Ja","1 toilet","Brusebad",NA,"Mursten",0,NA,NA,"Strindbergparken 13A",NA,557321.85,6336950.47,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","05-11-2014","23-01-2015",17,"Villa, 1 fam.","God",1685000,1685000,209500,2013,1350000,NA,1685000,149,0,792,2001,NA,1,NA,0,0,1,NA,NA,NA,"500",149,"0","500","500","500","0","0","0",NA,NA,NA,"C","Mursten",35,NA,NA,"Småengevej 25",NA,557812.9,6335573.24,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","17-12-2013","18-02-2014",17,"Villa, 1 fam.","God",1475000,1375000,214900,2012,1150000,NA,1475000,202,0,792,1975,1985,1,NA,0,1985,2,NA,NA,NA,"0",202,"4","1500","1500","200","0","1","0",NA,NA,NA,"C","Mursten",35,NA,NA,"Bjørnsonparken 64",NA,557516.42,6336812.14,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","13-03-2008","14-05-2008",17,"Villa, 1 fam.","God",1195000,1157500,216200,2007,1000000,NA,NA,143,0,510,1936,1991,2,NA,NA,1991,2,"Nej",NA,NA,NA,110,"4","300","1500","200","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",35,NA,NA,"Sigurd Hoels Vej 2",NA,557322.45,6336460.04,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","16-01-2014","17-02-2014",17,"Villa, 1 fam.","God",1398000,1420000,204700,2011,760000,NA,NA,163,0,716,1969,1974,2,NA,0,1974,1,NA,NA,NA,"0",110,"1","1502","1500","100","0","0","1",NA,NA,NA,"C","Mursten",17,NA,NA,"Vestergårdsvej 9",NA,557309.35,6336129.4,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","20-11-2013","23-12-2013",17,"Villa, 1 fam.","God",995000,905000,224200,2011,770000,NA,995000,120,0,861,1973,1976,1,NA,0,1976,0,NA,NA,NA,"0",120,"0","1500","1500","200","0","0","0",NA,NA,NA,"D","Mursten",66,NA,NA,"Bjørnsonparken 76",NA,557475.59,6336798.99,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","12-08-2014","26-11-2014",17,"Villa, 1 fam.","God",995000,995000,194800,2013,1000000,NA,NA,214,124,680,1921,NA,3,NA,0,0,1,NA,NA,NA,"0",124,"0","1000","1000","100","0","0","0",NA,NA,NA,"G","Mursten",0,NA,NA,"Elkærvej 74",NA,557334.38,6336263.07,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","27-06-2006","14-08-2006",17,"Villa, 1 fam.","God",1395000,1360000,156400,2005,950000,NA,NA,154,0,764,1978,1978,1,NA,NA,0,2,"Nej",2005,2001,NA,154,"3","200","750","100","Nej","Nej","Nej","Ja","2 vandskyllende toiletter","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",31,NA,"Stuen","Sulsted Kærvej 2",NA,557364.4,6336193.13,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","26-08-2013","12-03-2014",17,"Villa, 1 fam.","God",1195000,1000000,267400,2011,890000,NA,NA,180,0,1181,1968,1976,2,NA,0,1976,2,NA,NA,NA,"200",117,"0","300","300","200","0","0","0",NA,NA,NA,"E","Mursten",28,NA,NA,"Toftegårdsparken 16",NA,558177.86,6335428.74,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","06-09-2013","17-04-2014",17,"Villa, 1 fam.","God",1095000,1050000,266000,2011,820000,NA,1095000,120,0,1170,1976,2000,1,NA,0,0,0,NA,NA,NA,"0",120,"0","1100","1200","150","0","0","0",NA,NA,NA,"D","Mursten",30,NA,NA,"Bjørnsonparken 14",NA,557681.34,6336773.09,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","28-04-2006","14-06-2006",17,"Villa, 1 fam.","God",995000,960000,53700,2005,820000,NA,NA,158,0,2254,1925,1976,2,2000,2006,1976,1,"Ja",2000,2000,NA,118,"3","3000","3000","500","Nej","Nej","Nej","Nej","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",0,NA,NA,"Elkærvej 140, Sulsted",NA,555635.9,6335715.43,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","14-10-2005","11-12-2005",4,"Landbrug u/30 ha",NA,2300000,2300000,156800,2004,1300000,NA,NA,170,0,92560,1924,1989,1,NA,NA,1989,2,"Nej",NA,NA,NA,170,NA,"3000","3000",NA,"Nej","Nej","Nej","Nej",NA,NA,NA,NA,0,NA,NA,"Milbakvej 64, Milbakken",NA,554637.97,6337502.23,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","06-03-2005","31-07-2005",17,"Villa, 1 fam.","God",899000,855000,59500,2004,660000,NA,NA,158,0,5922,1878,NA,2,NA,NA,NA,1,"Nej",NA,NA,NA,131,"3","7000","7000","50","Nej","Nej","Nej","Nej","1 toilet","Bruseniche",NA,"Vandskuret",50,NA,NA,"Sølgårdvej 88, Ajstrup",NA,561669.25,6338322.07,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","31-08-2006","22-11-2006",17,"Villa, 1 fam.","Middel",695000,645000,180700,2005,580000,NA,NA,90,0,706,1963,1963,1,NA,NA,0,1,"Nej",NA,NA,NA,90,"2","300","1700","200","Nej","Nej","Nej","Nej","1 toilet","Bruser",NA,"Mursten - Roede sten",14,NA,NA,"Aksel Sandemose Vej 3",NA,557315.27,6336646.4,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","13-09-2006","31-05-2007",17,"Villa, 1 fam.","God",1175000,1175000,25400,2006,1175000,NA,NA,96,0,390,2006,2006,1,2006,2006,0,1,"Nej",2006,2006,"15000",96,"3","300","300","100","Nej","Nej","Nej","Ja","1 toilet","Brusebad",NA,"Trae",0,NA,NA,"Doktorstien 1",NA,558347.62,6335101.66,9.88797907,57.16559357
9381,"Sulsted",851,"Aalborg","Nordjylland","26-06-2007","06-07-2007",17,"Villa, 1 fam.","God",1445000,1445000,153000,2005,1150000,NA,NA,156,0,730,1985,1985,1,NA,NA,0,2,"Nej",NA,NA,NA,165,"3","150","210","210","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","1 badevaerelse",NA,"Mursten - Roedesten",34,NA,NA,"Kuskgårdsvej 16",NA,558287.24,6335148.87,9.89861876,57.16520009
9381,"Sulsted",851,"Aalborg","Nordjylland","23-01-2012","24-01-2012",17,"Villa, 1 fam.","God",775000,575000,189500,2010,860000,NA,625000,163,0,716,1969,1974,2,NA,0,1974,0,NA,NA,NA,"0",110,"0","1000","1000","500","0","0","0",NA,NA,NA,NA,"Mursten (tegl, kalksandsten, cementsten)",17,NA,"0","Vestergårdsvej 9",NA,557309.35,6336129.4,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","15-08-2006","07-09-2006",4,"Landbrug u/30 ha","Middel",3410000,3410000,294300,2005,2000000,NA,NA,216,0,162184,1922,NA,2,NA,NA,NA,NA,"Nej",NA,NA,NA,130,NA,NA,NA,NA,"Nej","Nej","Nej","Nej",NA,NA,NA,NA,0,NA,NA,"Milbakvej 46, Milbak",NA,555104.46,6336914.08,9.88797907,57.16559357
9381,"Sulsted",851,"Aalborg","Nordjylland","12-05-2011","22-06-2011",17,"Villa, 1 fam.","God",895000,860000,198300,2009,750000,NA,NA,112,0,786,1967,1967,0,NA,0,0,1,NA,NA,NA,"0",112,"3","1000","1000","100","0","0","0",NA,NA,NA,NA,"Letbeton (lette bloksten, gasbeton)",30,NA,"0","Alexander Kiellands Vej 11",NA,557512.28,6336292.26,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","26-09-2006","14-02-2007",1,"Andel-/Aktiebolig","God",380000,380000,NA,NA,NA,NA,NA,76,0,0,1988,NA,NA,NA,NA,NA,1,"Nej",NA,NA,NA,0,"2","500","200","50","Nej","Nej","Nej","Nej","1 toilet","Brusebad",NA,"Roede facadesten",0,NA,NA,"Sulstedparken 22",NA,558036.59,6335361.64,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","11-10-2006","28-11-2006",13,"Nedlagt landbrug","God",1475000,1400000,85000,2005,1100000,NA,NA,216,0,15000,1922,1993,2,NA,NA,1993,1,"Nej",NA,NA,NA,130,NA,"2200","3000","10","Nej","Nej","Nej","Nej","1 toilet","Bruseniche",NA,"Kalket/gule sten",0,NA,NA,"Milbakvej 46, Milbakken",NA,555104.46,6336914.08,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","17-11-2006","11-12-2006",17,"Villa, 1 fam.","God",1895000,1845000,49900,2005,1400000,NA,NA,157,0,42746,1922,1988,2,NA,NA,1988,2,"Nej",NA,NA,NA,94,NA,"2500","3000","100","Nej","Nej","Nej","Nej","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",0,NA,NA,"Milbakvej 61",NA,554588.12,6337361.29,9.90522535,57.15948586
9381,"Sulsted",851,"Aalborg","Nordjylland","01-02-2007","21-03-2007",17,"Villa, 1 fam.","God",1525000,1475000,223800,2005,960000,NA,NA,120,80,1065,1953,NA,3,NA,NA,NA,2,"Ja",NA,NA,NA,80,"3","500","800","200","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",26,NA,NA,"Niels Anesens Vej 15B",NA,557426.1,6336504.2,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","22-05-2007","19-06-2007",17,"Villa, 1 fam.","God",1025000,1000000,209300,2006,870000,NA,NA,119,0,861,1973,1976,1,NA,NA,1976,2,"Nej",NA,NA,NA,119,NA,"1700","1700","1500","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",41,NA,NA,"Bjørnsonparken 78",NA,557468.46,6336773.39,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","29-03-2004","14-07-2004",17,"Villa, 1 fam.","Daarlig",275000,245000,44500,2003,350000,NA,NA,70,0,1125,1877,1952,1,NA,NA,1952,1,"Nej",NA,NA,NA,70,"2","500","500","400","Nej","Nej","Nej","Nej","1 toilet","1 badevaerelse",NA,"Pudset",12,NA,NA,"Sulsted Landevej 47",NA,558462.91,6334280.69,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","10-08-2005","19-08-2005",17,"Villa, 1 fam.","God",1195000,1195000,116400,2004,970000,NA,NA,178,0,990,1970,1990,1,NA,NA,1990,2,"Ja",NA,NA,"500",200,"4","500","800","200","Nej","Nej","Nej","Ja","2 toileter","1 badevaerelse",NA,"Mursten, kalksandsten",36,NA,NA,"Sulsted Kærvej 11",NA,557383.39,6336083.24,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","03-11-2004","10-12-2004",17,"Villa, 1 fam.","Middel",1025000,990000,134100,2003,710000,NA,NA,120,0,988,1975,NA,1,2001,NA,NA,1,"Ja",NA,NA,NA,120,"4","300","750","300","Nej","Nej","Nej","Ja","1 toilet","Brusebad",NA,"Mursten",24,NA,NA,"Strindbergparken 14",NA,557279.96,6336694.01,9.88797907,57.16559357
9381,"Sulsted",851,"Aalborg","Nordjylland","27-08-2004","20-10-2004",17,"Villa, 1 fam.","Middel",995000,895000,148400,2003,830000,NA,NA,160,75,1894,1939,NA,3,NA,NA,NA,2,"Nej",NA,NA,NA,90,"3","500","500","50","Nej","Nej","Nej","Nej","2 toiletter","Bruseniche",NA,"Mursten",120,NA,NA,"Hammervej 1",NA,558455.33,6335220.19,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","27-01-2004","31-03-2004",17,"Villa, 1 fam.","Middel",415000,415000,42000,2002,470000,NA,NA,75,0,1403,1900,1982,1,NA,NA,1982,1,"Nej",NA,2003,NA,90,"1","500","1000","300","Nej","Nej","Nej","Nej",NA,NA,NA,NA,12,NA,NA,"Småengevej  8",NA,557768.76,6335608.23,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","16-12-2003","31-01-2004",17,"Villa, 1 fam.","Middel",725000,725000,97600,2002,500000,NA,NA,91,0,701,1969,NA,1,NA,NA,NA,1,"Nej",NA,NA,NA,111,"3","500","1000","200","Nej","Nej","Nej","Nej","1 toilet","Bruseniche",NA,"Mursten",20,NA,"1","Tvedens Allé 69",NA,557346.44,6335975,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","20-08-2003","08-01-2004",17,"Villa, 1 fam.","Middel",895000,845000,166200,2002,950000,NA,NA,203,0,1490,1959,NA,1,NA,NA,NA,2,"Ja",NA,NA,NA,203,"4","800","800","300","Nej","Nej","Nej","Ja","2 toileter","Brusebad",NA,"Mursten",29,NA,NA,"Niels Anesens Vej 14",NA,557478.4,6336447.88,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","03-03-2003","21-02-2005",17,"Villa, 1 fam.","Middel",750000,720000,43300,2003,840000,NA,NA,172,0,1617,1960,NA,1,NA,NA,NA,2,"Nej",NA,NA,NA,172,"3","4000","4000","2000","Nej","Nej","Nej","Nej","2 toiletter","Bruse- og karbad",NA,"Mursten",44,NA,NA,"Milbakvej 60",NA,554699.13,6337401.16,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","05-11-2006","19-12-2006",17,"Villa, 1 fam.","Daarlig",795000,725000,197800,2005,700000,NA,NA,125,0,1178,1930,NA,2,NA,NA,NA,1,"Nej",NA,NA,NA,80,"3","500","300","400","Nej","Nej","Nej","Nej","1 toilet","Bruseniche",NA,"Pudset og malet",0,NA,NA,"Elkærvej 18",NA,558136.2,6335398.22,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","26-04-2005","29-07-2005",17,"Villa, 1 fam.","God",1150000,1130000,124100,2004,790000,NA,NA,136,0,854,1974,1974,1,NA,NA,0,2,"Ja",NA,NA,"500",136,"4","500","500","300","Nej","Nej","Nej","Nej","2 vandskyllende toiletter","1 badevaerelse",NA,"Kalksandsten",30,NA,NA,"Bjørnsonparken 35",NA,557515.07,6336512.19,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","12-04-2005","30-04-2005",17,"Villa, 1 fam.","God",1198000,1260000,119400,2003,980000,NA,NA,202,0,792,1975,NA,1,NA,1990,NA,2,"Nej",NA,NA,NA,202,"4","600","800","300","Nej","Nej","Nej","Nej","2 toiletter","Bruseniche",NA,"Gule mursten",35,NA,NA,"Bjørnsonparken 64",NA,557516.42,6336812.14,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","30-03-2005","14-04-2005",17,"Villa, 1 fam.","Middel",1145000,1145000,120100,2003,810000,NA,NA,137,0,801,1974,1986,1,2001,NA,1986,1,"Ja",NA,NA,NA,137,"4","500","750","100","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, c",40,NA,NA,"Bjørnsonparken 47",NA,557553.85,6336653.01,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","17-12-2004","16-02-2005",17,"Villa, 1 fam.","God",1385000,1340000,126000,2003,910000,NA,NA,170,0,880,1973,1983,1,1998,2004,1983,2,"Ja",1998,2000,NA,170,"3","300","1000","200","Nej","Nej","Nej","Ja","2 toileter","1 badevaerelser",NA,"Mursten",35,NA,NA,"Strindbergparken 40",NA,557357.17,6336704.74,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","10-10-2005","10-10-2005",17,"Villa, 1 fam.","God",695000,620000,113000,2004,500000,NA,NA,90,0,706,1963,NA,1,NA,2004,NA,1,"Ja",NA,NA,NA,90,"2","300","1000","300","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, c",14,NA,"1","Aksel Sandemose Vej 3",NA,557315.27,6336646.4,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","31-01-2005","31-03-2005",17,"Villa, 1 fam.","Middel",1145000,1145000,56200,2003,950000,NA,NA,210,0,5241,1920,1987,2,NA,NA,1987,1,"Nej",1996,2004,NA,127,"3","6000","6000","200","Nej","Nej","Nej","Nej","1 toilet","Bruseniche",NA,"Mursten/Cempexo",63,NA,NA,"Sindholtvej 54, Ajstrup",NA,560953.81,6338143.14,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","08-02-2006","20-03-2006",17,"Villa, 1 fam.","God",1065000,1050000,123700,2004,710000,NA,NA,114,0,849,1979,1979,1,1999,NA,0,1,"Nej",NA,1999,"800",114,"3","500","800","50","Nej","Nej","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",46,NA,NA,"Bjørnsonparken 1",NA,557644.7,6336579.08,9.88998345,57.16854911
9381,"Sulsted",851,"Aalborg","Nordjylland","09-11-2005","29-03-2006",15,"Helaarsgrund",NA,195000,195000,129300,2004,129300,NA,NA,NA,NA,816,NA,NA,NA,NA,NA,NA,0,"Nej",NA,NA,"500",0,"0","500","800","100","Nej","Nej","Nej","Ja",NA,NA,NA,NA,0,NA,"st.","Bjørnsonsparken 6",NA,557684.67,6336697.38,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","16-12-2005","09-01-2006",17,"Villa, 1 fam.","God",635000,635000,116200,2004,500000,NA,NA,98,0,987,1910,NA,NA,NA,NA,NA,NA,"Nej",NA,NA,NA,80,NA,NA,NA,NA,"Nej","Nej","Nej","Nej",NA,NA,NA,NA,88,NA,NA,"Sulsted Landevej 80",NA,558429,6335283.52,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","15-09-2004","06-10-2004",17,"Villa, 1 fam.","Middel",545000,545000,135000,2003,620000,NA,NA,88,7,1000,1952,NA,2,NA,NA,NA,1,"Nej",NA,NA,"500",72,"2","500","500","500","Nej","Nej","Nej","Nej",NA,NA,NA,NA,0,NA,NA,"Stokbrovej 44",NA,557648.65,6336501.72,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","09-08-2004","16-02-2005",17,"Villa, 1 fam.","Middel",895000,785000,94200,2003,720000,NA,NA,130,0,649,1972,1979,1,NA,NA,1979,1,"Ja",NA,NA,NA,156,NA,"200","100","100","Nej","Nej","Nej","Nej",NA,NA,NA,"Gule sten",26,NA,NA,"Toftegårdsparken 6",NA,558069.29,6335474.5,9.87454297,57.17047774
9381,"Sulsted",851,"Aalborg","Nordjylland","07-03-2006","23-03-2006",1,"Andel-/Aktiebolig","God",385000,385000,0,2004,NA,NA,NA,76,0,0,1988,1988,2,NA,NA,0,2,"Ja",NA,NA,"15000",45,"2","300","300","100","Nej","Ja","Nej","Ja","1 vandskyllende toilet","1 badevaerelse",NA,"Mursten (tegl, kalksandsten, cementsten)",0,NA,NA,"Sulstedparken 14",NA,558046.28,6335384.11,9.89861876,57.16520009
9381,"Sulsted",851,"Aalborg","Nordjylland","24-06-2004","21-09-2004",17,"Villa, 1 fam.","Daarlig",495000,470000,92900,2003,460000,NA,NA,150,0,889,1927,NA,1,NA,NA,NA,1,"Ja",2002,NA,"3000",100,"4","3000","3000","1500","Nej","Nej","Nej","Ja","1 toilet","1 badevaerelse",NA,"Pudset",38,NA,NA,"Bredholtvej 54, Ajstrup",NA,559766.18,6337410.95,9.88950624,57.16517023
9381,"Sulsted",851,"Aalborg","Nordjylland","06-07-2004","11-08-2004",17,"Villa, 1 fam.","Middel",445000,400000,64400,2003,300000,NA,NA,60,0,190,1907,NA,2,NA,NA,NA,1,"Ja",NA,NA,"300",42,NA,"300","300","300","Nej","Ja","Nej","Nej","1 toilet","1 badevaerelse",NA,"Mursten",0,NA,NA,"Sulsted Engvej 16",NA,558351.27,6334922.65,9.88998345,57.16854911
